Product:,"Ricoh 910725 Theta V camera, Metallic Gray" 
URL:,https://www.amazon.ca/Ricoh-Theta-camera-Metallic-Gray/dp/B074W5BKYS/ref=sr_1_1_sspa?dchild=1&keywords=electronics&qid=1606075994&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzS0gzVkdONUtPNldWJmVuY3J5cHRlZElkPUEwMTUwNDQ1MTZNWjZMNzc3MjIyTCZlbmNyeXB0ZWRBZElkPUEwOTAzODIwMlk1WDNGVDhGSFhESCZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU= 
Price:,439.00 
Overall Rating:,4.4 out of 5 stars 
Reviews: 
Title,Rating,Review,Date,Author 
Nephew loves this!,5.0,"They are about to turn 2 and right now cognitive development is key, so we're getting them to use puzzles, play with soccer balls, really anything to get them using their extremities and the hope is that we have the next Picasso so our entire family can get on that generational retirement plan. That, or an NHL player. Either way, excellent tablet, they love the colors and using it.","March 20, 2020",MIKACHU
My kid did not like it and he loves to draw,1.0,"It is not bright enough to keep the kids entertained. my son loves to draw (plain draws, imagination) on my husband's phone with the creyon. but this tablet, hiiimmm he was not interested and he told me it's so faded he wants to really see what he's drawing so he put it away and never touch it again(he's3) and i had to return it. He is not an electronic zombie tough, he does not watch tv or use ipads, the only thing , he loves to draw on his father's phone. I guess you can give it a try just be aware it's not bright at all as it shows on the pictures.","October 8, 2020",Claudia Petre
Ideal Writing pad for school age child,5.0,"I bought this writing pad for my son who loves to draw and sketch things. Using paper makes his room untidy and to resolve that problem I bought this writing pad. This writing pad comes with a stylus and 2 batteries that would help to use this in out of the box status. It has to erase ability with one button and works perfectly to remove this that written over it. It takes very less battery power and after 2 weeks of work still, battery is working fine. My son loves this wriring pad.","July 5, 2020",K.G
"Useful for any age group, good quality",5.0,"This arrived quickly, and this has been great addition for work where I scribble down what I need to do for the day without wasting paper.  It has a holder for the “pen” which is great, and touch if a button to erase. Thinking of ordering a 2nd one for the kitchen to prep out meal plans for the week, or when I’m making sourdough to perform 6 sets of folds, good to have this to check it off.  Great for when my nephews come over to play tic tac toe, Pictionary etc...","September 5, 2020",Candace
Best of its kind,5.0,"I have bought 2 writing tablets before, both were ok at the beginning but later it gets broken and scratched. This one is 12 inches and its is pretty soft on the pen touches, and it feels great when writing on it. It comes with some colors so it is not just black and white. I like this tablet. Highly Recommend.","September 5, 2019",H.C.
My Daughter and I loves it!,5.0,"I bought a small one for my daughter a few weeks ago.  Love how it actually helps us save paper at home.  So I had to buy one for myself but had to be a bigger one.  And I got this!  Which is perfect size for me.  I use this to write down my to do list for the day, and other daily reminders.  I keep it displayed in the kitchen where I spend most of my day.  Awesome tool!","June 26, 2020",Twyx
Great for notes and children,5.0,"It is so light totake it everywhere and easy to use. Previously I used sticky notes, small dry erase boards, and I even covered my desktop with dry erase paper. But, sticky notes were everywhere, the dry erase boards were messy for daily notes or better used for drawing out thoughts. The best part is just pressing the trash button and it vanishes.","December 5, 2019",Misha
"Great idea, kind of flimsy",3.0,"My kid loves playing this and having me draw pictures for him. My one complaint is that it is actually quite flimsy. I am afraid that if I ever accidentally stepped on it as I am walking around a room with inadequate light that it will be a goner. It works perfectly and has brought hours of enjoyment to me and my child. I just wish that it didn't feel as flimsy. But I don't know, maybe a person could have a barn dance on it and it would survive.","October 23, 2020",Brett
Really simple to use and tons of fun!,5.0,"This little tablet is SO COOL! I thought I would have to plug it in or put batteries in it to make it work, but it doesn't need any of that and works right out of the box. I'm always looking for cool new activities since my nephew and my niece visit me pretty often and I know this will be a winner.","August 23, 2019",Amelie R.
especially good for small kids,4.0,"Fantastic for scribbling, writing notes, it has a switch, you can use, so you don't accidentally erase your scribbles, if you want to keep them for a while. The lines you draw on this are pretty fat though, (like using a 6b pencil), so it's difficult to draw small details or write with small letters. I use this to practice writing chinese letters and my kids use it for scribbling and practicing writing words. It comes with a spare battery, too :)","January 1, 2020",K
Wonderful,5.0,"This thing works great! I love the button erase function, so handy! Honestly brings me back to child hood. This was actually a gift, but of course I had to sneak into the package and try it out first. Writes great, the rainbow color is neat and the instant erase is wicked. Even has a button to stop you from accidentally erasing.","August 25, 2020",Jake B
nice toy for little kids!,5.0,"i was plan use it as a board to write something to help my memory, but when i open the box and my two years old son just standing beside me, then i found my son like it, he just learn how to use erase button in second, i have to say ,this is very great one can save my thousands of paper and my living room wall since my son know how to use pen......","May 27, 2020",yadong sun
